Species,Date,UTM_X,UTM_Y,Sex,Wing,Culmen,Mass
HAEL,5/23/2013,259116,2193976,F,70,11.8,16.3
HCRE,6/13/2013,259116,2193976,M,64,13.3,16.9
APAP,6/13/2013,259116,2193976,M,71,15.5,15.5
APAP,3/11/2014,259116,2193976,F,71,15.5,16.1
HCRE,3/11/2014,259116,2193976,F,64,13.8,14
APAP,3/11/2014,259116,2193976,M,75,18.3,17.1
APAP,3/11/2014,259116,2193976,M,76,17.3,15.7
APAP,3/11/2014,259116,2193976,M,76,16.3,15.2
HAAM,5/24/2016,259116,2193976,F,64,14.1,12.3
HAAM,3/11/2014,259116,2193976,F,65,13.1,12.3
HAAM,3/11/2014,259116,2193976,M,65,15,14.2
APAP,5/9/2015,259116,2193976,M,73,17.5,15.4
APAP,3/11/2014,259116,2193976,M,75,16.4,15.4
HAAM,3/24/2015,259116,2193976,F,63,14.4,14.9
APAP,3/20/2014,259116,2193976,M,77,16.7,15.6
HAAM,3/20/2014,259116,2193976,F,64,12.4,14.8
APAP,4/2/2014,259116,2193976,M,68,16.3,NA
HAAM,5/18/2014,259116,2193976,M,62,14,14.3
HAAM,4/2/2014,259116,2193976,M,64,14,14.3
APAP,4/2/2014,259116,2193976,F,70,16.1,15.2
HAEL,4/6/2014,259116,2193976,F,68,11.9,NA
APAP,5/6/2015,259116,2193976,F,71,18.1,13.2
APAP,4/6/2014,259116,2193976,F,71,16.1,13.2
APAP,4/6/2014,259116,2193976,F,70,16.2,13.2
APAP,4/6/2014,259116,2193976,M,74,17,NA
APAP,4/6/2014,259116,2193976,M,78,17.1,15.7
APAP,4/6/2014,259116,2193976,F,69,16.8,15.5
APAP,4/21/2014,259116,2193976,M,75,16.8,14.8
HAEL,7/7/2015,259116,2193976,M,78,13,NA
APAP,4/10/2015,259116,2193976,F,71,16.5,12.6
APAP,2/27/2015,259116,2193976,F,71,14.5,12.6
HCRE,5/10/2014,259116,2193976,M,65,13.4,13.5
HAEL,2/24/2016,259116,2193976,M,75,12.2,NA
APAP,5/18/2014,259116,2193976,F,71,15.1,15.8
HCRE,2/12/2015,259116,2193976,M,63,12.8,NA
HCRE,7/21/2015,259116,2193976,M,66,12.7,16
HCRE,4/22/2015,259116,2193976,M,66,13.8,16
HCRE,2/12/2015,259116,2193976,M,66,13.8,16
HAAM,5/6/2016,259116,2193976,M,66,15.2,NA
HAAM,2/12/2015,259116,2193976,M,64,14.5,NA
HAEL,4/28/2015,259116,2193976,F,74,12.5,NA
HAEL,3/11/2015,259116,2193976,F,74,13.8,NA
HAEL,2/12/2015,259116,2193976,F,74,13.7,NA
HAAM,3/15/2015,259116,2193976,F,62,13,12.5
HAAM,3/11/2015,259116,2193976,F,63,13.1,12.5
HAAM,2/12/2015,259116,2193976,F,63,12.8,12.5
APAP,2/12/2015,259116,2193976,M,74,18.9,15.1
HAEL,2/24/2015,259116,2193976,F,72,13.2,NA
HAAM,4/19/2016,259116,2193976,M,66,15.2,14.6
HAAM,3/15/2015,259116,2193976,M,65,15.1,14.6
HAAM,3/11/2015,259116,2193976,M,64,14.9,14.6
HAAM,2/24/2015,259116,2193976,M,65,15.1,14.6
HAAM,2/24/2016,259116,2193976,F,61,13.3,14
APAP,2/27/2015,259116,2193976,M,75,17.2,NA
APAP,2/27/2015,259116,2193976,F,72,16.9,12.5
APAP,2/27/2015,259116,2193976,M,76,17.1,14.4
APAP,2/27/2015,259116,2193976,M,74,17.8,NA
APAP,2/27/2015,259116,2193976,F,66,15.1,14.2
APAP,2/27/2015,259116,2193976,M,70,16.9,15.3
HAEL,9/3/2015,259116,2193976,F,67,13.1,NA
HAEL,2/27/2015,259116,2193976,F,65,13.5,NA
HAAM,2/27/2015,259116,2193976,M,67,15,13.2
HAAM,2/27/2015,259116,2193976,M,63,15.9,14
HAAM,2/24/2016,259116,2193976,M,64,15.6,13.8
HCRE,5/20/2015,259116,2193976,M,67,13.4,13.5
HCRE,2/27/2015,259116,2193976,M,66,13.1,13.5
APAP,2/27/2015,259116,2193976,M,75,17.3,14.7
APAP,5/6/2015,259116,2193976,F,69,17.3,14.1
APAP,5/6/2015,259116,2193976,F,68,16.2,14.1
APAP,5/6/2015,259116,2193976,M,71,17.2,14.1
APAP,5/9/2015,259116,2193976,F,70,17,14.6
APAP,5/9/2015,259116,2193976,M,74,16,15.1
HAAM,5/9/2015,259116,2193976,M,59,15.3,NA
HAEL,5/20/2015,259116,2193976,F,68,14.1,NA
APAP,5/23/2015,259116,2193976,M,72,17.9,15.1
HAEL,4/21/2016,259116,2193976,F,71,12.3,NA
HAEL,7/21/2015,259116,2193976,F,70,13.8,NA
HAEL,5/26/2015,259116,2193976,F,71,12.1,NA
HAAM,7/2/2015,259116,2193976,M,62,15.1,NA
HAEL,7/7/2015,259116,2193976,M,79,13.6,NA
APAP,7/21/2015,259116,2193976,M,74,18.8,NA
HAEL,7/21/2015,259116,2193976,F,70,12.2,NA
HAAM,9/3/2015,259116,2193976,M,68,13.7,NA
HAEL,9/3/2015,259116,2193976,M,75,12.8,NA
HAEL,3/16/2016,259116,2193976,M,75,13.3,NA
HAEL,9/3/2015,259116,2193976,F,75,14,NA
HAAM,2/14/2016,259116,2193976,M,67,15.5,13.7
HAAM,9/4/2015,259116,2193976,M,67,14.7,13.7
HAAM,3/24/2016,259116,2193976,M,63,17.8,NA
HAAM,2/14/2016,259116,2193976,M,64,14.7,NA
APAP,2/14/2016,259116,2193976,F,74,16.5,14.5
HCRE,4/19/2016,259116,2193976,M,66,13.3,13.8
HCRE,2/14/2016,259116,2193976,M,65,12.5,13.8
APAP,2/14/2016,259116,2193976,F,71,17.3,16.4
APAP,2/14/2016,259116,2193976,M,77,16,15.4
HAAM,2/14/2016,259116,2193976,F,63,14.5,15.7
HAAM,2/24/2016,259116,2193976,F,59,12.4,13.6
APAP,2/24/2016,259116,2193976,M,78,17.9,13.7
APAP,2/24/2016,259116,2193976,M,77,17.1,14.8
HAEL,2/24/2016,259116,2193976,F,72,13.3,NA
APAP,2/24/2016,259116,2193976,M,75,15.7,15.1
APAP,2/24/2016,259116,2193976,F,69,16.8,13.7
APAP,2/24/2016,259116,2193976,M,75,17,15
HAAM,2/24/2016,259116,2193976,M,66,16,14.3
HAAM,3/22/2016,259116,2193976,M,64,14.1,12.3
HAAM,2/24/2016,259116,2193976,M,63,14,12.3
HAAM,2/24/2016,259116,2193976,M,65,15.7,13.8
HAAM,2/27/2016,259116,2193976,M,60,NA,NA
HAAM,2/27/2016,259116,2193976,F,61,12.5,NA
HAAM,2/27/2016,259116,2193976,M,66,13.5,14.8
HAEL,2/27/2016,259116,2193976,F,70,11.2,NA
HAAM,3/16/2016,259116,2193976,M,64,14,12.5
HAAM,5/24/2016,259116,2193976,M,62,16.3,13.4
HAAM,3/16/2016,259116,2193976,M,62,15.7,13.4
APAP,3/16/2016,259116,2193976,M,79,17.2,16.4
HAAM,3/22/2016,259116,2193976,F,63,12.8,NA
HAAM,3/24/2016,259116,2193976,M,65,15.4,14.1
HAAM,3/22/2016,259116,2193976,M,65,16.1,14.1
HAAM,3/24/2016,259116,2193976,M,62,14.1,12.8
HAEL,3/24/2016,259116,2193976,F,70,12.6,NA
APAP,4/11/2016,259116,2193976,F,66,16.4,12.8
APAP,4/11/2016,259116,2193976,M,77,17.3,13.8
HAEL,4/11/2016,259116,2193976,F,69,13,NA
APAP,4/19/2016,259116,2193976,M,74,17.1,14.5
APAP,5/6/2016,259116,2193976,M,76,16.5,14.2
HAAM,5/6/2016,259116,2193976,M,63,14.7,12.6
OMAO,2/27/2015,259116,2193976,M,100,16,46.6
OMAO,5/10/2014,259116,2193976,M,101,15.4,46.6
OMAO,7/21/2015,259116,2193976,F,95,15.7,45.3
OMAO,2/12/2015,259116,2193976,M,95,13.8,45.3
OMAO,2/12/2015,259116,2193976,M,102,15.3,52.5
OMAO,3/28/2015,259116,2193976,M,99,14.8,52
OMAO,4/7/2015,259116,2193976,M,103,16.1,48
OMAO,4/10/2015,259116,2193976,F,100,16.1,48.6
AKIA,4/22/2015,259116,2193976,F,77,20.6,NA
OMAO,4/19/2016,259116,2193976,M,100,18.1,51.3
OMAO,5/6/2015,259116,2193976,M,98,16.3,51.3
AKIA,5/6/2015,259116,2193976,F,74,21.1,NA
OMAO,5/23/2015,259116,2193976,M,100,16.2,48
OMAO,3/22/2016,259116,2193976,M,98,16.8,45.3
OMAO,4/11/2016,259116,2193976,M,95,15.8,45
OMAO,4/11/2016,259116,2193976,M,99,15.9,49.1
OMAO,5/18/2016,259116,2193976,M,98,16.3,51.3
IIWI,5/8/2013,259116,2193976,M,82,26.8,20.4
IIWI,5/23/2013,259116,2193976,M,80,27.6,21.3
IIWI,3/11/2014,259116,2193976,M,85,26.7,NA
IIWI,5/28/2013,259116,2193976,M,82,27.1,NA
IIWI,3/6/2014,259116,2193976,M,NA,NA,20
IIWI,2/26/2014,259116,2193976,M,77,27.2,20
IIWI,2/12/2014,259116,2193976,M,80,28.4,20
IIWI,2/12/2014,259116,2193976,F,76,25.5,17.9
IIWI,2/12/2014,259116,2193976,M,74,26.8,19.3
IIWI,2/12/2014,259116,2193976,M,82,28.6,NA
IIWI,3/6/2014,259116,2193976,F,75,26.2,NA
IIWI,3/6/2014,259116,2193976,F,75,25.7,NA
IIWI,2/26/2014,259116,2193976,F,77,26.1,NA
IIWI,2/26/2014,259116,2193976,M,76,28.6,NA
IIWI,2/26/2014,259116,2193976,M,77,27.4,NA
IIWI,3/6/2014,259116,2193976,M,78,27.6,NA
IIWI,3/11/2014,259116,2193976,M,77,28.1,20.1
IIWI,3/11/2014,259116,2193976,M,81,27.1,21.2
IIWI,3/20/2014,259116,2193976,M,83,28,21.4
HAAK,4/10/2015,259116,2193976,F,59,11.4,10
HAAK,5/10/2014,259116,2193976,F,56,12.4,10
HAAK,3/2/2013,259116,2193976,F,58,11.7,10
HAAK,3/15/2013,259116,2193976,M,61,10,NA
HAAK,4/19/2016,259116,2193976,M,64,11.4,11.2
HAAK,2/27/2016,259116,2193976,M,64,11.7,11.2
HAAK,3/15/2013,259116,2193976,M,63,11,11.2
HAAK,3/24/2016,259116,2193976,F,61,11.4,NA
HAAK,3/20/2014,259116,2193976,F,60,11.7,NA
HAAK,3/15/2013,259116,2193976,F,61,11.4,NA
HAAK,3/30/2013,259116,2193976,M,63,10.6,11.8
IIWI,4/26/2015,259116,2193976,M,82,29.5,18.8
IIWI,3/11/2015,259116,2193976,M,86,28.5,18.8
IIWI,4/2/2014,259116,2193976,M,83,28.2,18.8
IIWI,4/2/2014,259116,2193976,F,74,23,18.2
IIWI,4/19/2016,259116,2193976,M,81,28.2,19.2
IIWI,4/6/2014,259116,2193976,M,81,27.5,19.2
IIWI,4/6/2014,259116,2193976,M,74,26.5,19.9
IIWI,4/6/2014,259116,2193976,F,75,24,17.4
IIWI,4/10/2015,259116,2193976,M,82,27.2,18.4
IIWI,3/11/2015,259116,2193976,M,79,16.5,18.4
IIWI,5/10/2014,259116,2193976,M,76,26.3,18.4
IIWI,4/6/2014,259116,2193976,M,76,26.5,18.4
IIWI,4/21/2014,259116,2193976,M,75,27.9,17.9
IIWI,4/22/2015,259116,2193976,F,76,25.6,17.1
IIWI,5/10/2014,259116,2193976,F,77,25.1,17.1
IIWI,4/21/2014,259116,2193976,F,77,25.1,17.1
IIWI,4/21/2014,259116,2193976,F,73,25.3,18.3
IIWI,4/21/2014,259116,2193976,F,78,24.5,NA
IIWI,3/24/2015,259116,2193976,M,79,28.7,17
IIWI,5/2/2014,259116,2193976,M,78,26.2,17
IIWI,4/11/2016,259116,2193976,M,80,28.8,20.2
IIWI,3/22/2016,259116,2193976,M,81,29.1,20.2
IIWI,2/14/2016,259116,2193976,M,81,27.5,20.2
IIWI,5/2/2014,259116,2193976,M,81,27.4,19.8
IIWI,5/10/2014,259116,2193976,M,79,28,19.9
IIWI,3/16/2016,259116,2193976,M,83,27.7,20.7
IIWI,3/24/2015,259116,2193976,F,71,24.1,16.6
IIWI,5/23/2015,259116,2193976,F,72,25.2,16
IIWI,2/27/2015,259116,2193976,F,72,25.2,16
IIWI,2/12/2015,259116,2193976,F,73,24.4,16
IIWI,3/11/2015,259116,2193976,M,81,28.5,18.7
IIWI,2/12/2015,259116,2193976,M,80,27,18.7
IIWI,2/12/2015,259116,2193976,F,78,24.3,16
IIWI,3/2/2015,259116,2193976,M,81,27.1,21.3
IIWI,2/12/2015,259116,2193976,M,78,27.6,21.3
IIWI,2/24/2015,259116,2193976,M,76,27.5,19.8
IIWI,2/24/2015,259116,2193976,F,75,24,16.6
IIWI,4/10/2015,259116,2193976,F,71,23.5,16.4
IIWI,2/24/2015,259116,2193976,F,72,23.9,16.4
IIWI,4/26/2015,259116,2193976,M,77,28.1,17.5
IIWI,3/15/2015,259116,2193976,M,78,27.9,17.5
IIWI,3/2/2015,259116,2193976,M,80,27,17.5
IIWI,2/24/2015,259116,2193976,M,79,29.7,17.5
IIWI,2/24/2015,259116,2193976,M,75,28.9,NA
IIWI,2/24/2015,259116,2193976,F,69,25.7,NA
HAAK,4/28/2013,259116,2193976,M,58,11.3,NA
HAAK,4/28/2013,259116,2193976,M,63,11.5,NA
HAAK,5/8/2013,259116,2193976,F,61,11.1,NA
HAAK,2/26/2014,259116,2193976,F,59,11.6,NA
HAAK,2/24/2015,259116,2193976,F,58,10.9,NA
HAAK,3/6/2014,259116,2193976,F,58,10.7,NA
IIWI,2/27/2016,259116,2193976,M,83,27.7,NA
IIWI,2/24/2016,259116,2193976,M,82,26,NA
IIWI,2/27/2016,259116,2193976,F,74,25.2,15.8
IIWI,2/27/2016,259116,2193976,M,77,27.5,20
IIWI,3/16/2016,259116,2193976,M,79,29.3,NA
IIWI,3/16/2016,259116,2193976,F,73,24.9,16.4
IIWI,3/16/2016,259116,2193976,F,74,24,16.4
IIWI,3/16/2016,259116,2193976,F,73,25.6,19
IIWI,3/24/2016,259116,2193976,F,76,24.7,16.7
IIWI,3/24/2016,259116,2193976,F,70,25.7,15
IIWI,4/11/2016,259116,2193976,F,76,26.4,15.3
IIWI,4/11/2016,259116,2193976,M,83,28.5,20.7
IIWI,4/11/2016,259116,2193976,F,77,26.4,17.1
IIWI,4/11/2016,259116,2193976,F,75,23.6,15.6
IIWI,4/19/2016,259116,2193976,M,80,27.8,NA
IIWI,4/21/2016,259116,2193976,M,78,27.4,NA
IIWI,5/6/2016,259116,2193976,M,80,29.6,21
IIWI,5/18/2016,259116,2193976,M,81,29.1,NA
APAP,5/24/2016,259116,2193976,F,70,16.4,12.2
APAP,5/24/2016,259116,2193976,M,72,16.2,12.8
HCRE,3/28/2015,259116,2193976,M,67,14.4,NA
HCRE,2/12/2015,259116,2193976,M,66,15.3,NA
HAAK,5/24/2016,259116,2193976,M,64,11.9,NA
HAAK,2/24/2015,259116,2193976,M,63,10.9,NA
HAAK,5/18/2016,259116,2193976,M,62,12,NA
HAAK,5/26/2015,259116,2193976,M,62,12,NA
HAAK,5/23/2015,259116,2193976,M,62,10.6,NA
HAAK,5/20/2015,259116,2193976,M,63,13.5,NA
HAAK,4/6/2014,259116,2193976,M,64,11.4,NA
HAAK,5/23/2015,259116,2193976,M,64,11.9,10.7
HAAK,5/6/2015,259116,2193976,M,64,10.6,10.7
HAAK,3/28/2015,259116,2193976,M,63,11.3,10.7
HAAK,5/2/2014,259116,2193976,M,62,11.5,10.7
AKIA,12/14/2013,259427,2197172,F,77,20.9,NA
IIWI,12/14/2013,259427,2197172,M,82,28.4,NA
APAP,12/14/2013,259427,2197172,F,68,15.6,NA
APAP,12/14/2013,259427,2197172,M,75,17.2,14.5
APAP,12/15/2013,259427,2197172,M,75,16.5,14
IIWI,12/14/2013,259427,2197172,M,83,25.9,NA
IIWI,12/15/2013,259427,2197172,M,81,28.6,NA
HAEL,5-Mar-20,260817,2207128,F,75,12.6,NA
APAP,21-Apr-20,263770,2148532,F,72,17.2,15.6
HAAM,22-Apr-20,263770,2148532,M,63,15.7,NA
APAP,24-Apr-20,263770,2148532,M,80,17.8,NA
OMAO,23-Apr-20,263770,2148532,M,98,15.4,44.2
HAAM,2-May-19,265819,2140374,F,63,13,13.2
HAAM,12-Mar-20,265819,2140374,F,63,12.1,13.2
HAAM,2-May-19,265819,2140374,M,65,14.7,14.5
HAAM,2-May-19,265819,2140374,M,62,14.6,13
HAAM,2-May-19,265819,2140374,M,63,15,13.1
HAAM,13-Mar-20,265819,2140374,M,66,15.6,13.1
HAAM,2-May-19,265819,2140374,F,64,13.2,13.6
HAAM,2-May-19,265819,2140374,M,64,16,13.8
HAAM,2-May-19,265819,2140374,M,62,14.9,12.9
HAAM,2-May-19,265819,2140374,M,62,15.2,13.8
HAAM,2-May-19,265819,2140374,M,66,15,NA
HAAM,2-May-19,265819,2140374,M,66,14.6,15
HAAM,3-May-19,265819,2140374,M,64,14.8,13.5
HAAM,12-Mar-20,265819,2140374,M,64,15.5,13.5
HAAM,11-Mar-20,265819,2140374,M,65,14.8,NA
HAAM,12-Mar-20,265819,2140374,M,65,15.7,NA
HAAM,3-May-19,265819,2140374,M,67,14.5,13
HAAM,11-Mar-20,265819,2140374,M,65,15.6,NA
HAAM,11-Mar-20,265819,2140374,F,66,14.7,14.8
HAAM,11-Mar-20,265819,2140374,M,67,15.2,NA
HAAM,11-Mar-20,265819,2140374,M,66,15.7,12.7
HAAM,12-Mar-20,265819,2140374,M,65,14.8,14.1
HAAM,12-Mar-20,265819,2140374,F,61,14.2,15.6
HAAM,12-Mar-20,265819,2140374,F,65,13.9,NA
HAAM,12-Mar-20,265819,2140374,M,64,15.3,NA
HAAM,13-Mar-20,265819,2140374,M,66,16.1,NA
HAAM,13-Mar-20,265819,2140374,M,64,16.4,NA
HAAM,13-Mar-20,265819,2140374,M,64,14.9,NA
HAAM,13-Mar-20,265819,2140374,M,70,15.4,NA
HAAM,2-May-19,265819,2140374,M,65,15.1,NA
HAAM,2-May-19,265819,2140374,M,64,15.5,13.8
HAAM,12-Mar-20,265819,2140374,M,66,15.2,13.8
HAAM,2-May-19,265819,2140374,M,65,15.1,13.5
HAAM,12-Mar-20,265819,2140374,M,65,14.1,13
HAAM,7-May-19,293656,2165812,M,63,13.4,12.6
HAAM,7-Feb-20,293656,2165812,M,62,13.7,12.6
HAAM,3/26/2012,294118,2148559,M,65,13.5,13
HAAM,3/26/2012,294118,2148559,M,64,12.2,14
HAAM,3/26/2012,294118,2148559,M,63,12.1,13
HAAM,3/15/2012,294118,2148559,M,68,NA,15
HAAM,3/16/2012,294118,2148559,M,NA,NA,13
HAAM,3/16/2012,294118,2148559,M,62,NA,12
HAAM,3/26/2012,294118,2148559,M,65,12.7,12
HAAM,3/26/2012,294118,2148559,M,64,11.9,NA
HAAM,3/26/2012,294118,2148559,F,67,11.5,NA
HAAM,3/26/2012,294118,2148559,M,64,13.1,15
HAAM,23-Jan-20,294118,2148559,M,63,15.8,NA
HAAM,5-Feb-20,298883,2156502,F,60,12.5,NA
HAAM,4-Feb-20,298883,2156502,M,61,15.1,NA
HAAM,5-Feb-20,298883,2156502,F,58,11.5,NA
HAAM,5-Feb-20,298883,2156502,M,62,14.9,13.2
HAAM,4-Feb-20,298883,2156502,M,61,13.2,NA
HAAM,3/8/2012,303727,2149926,M,62,12.4,14
HAAM,3/9/2012,303727,2149926,M,60,13.1,NA
HAAM,14-May-20,215998,2117821,M,65,16.2,NA
HAAM,14-May-20,215998,2117821,M,66,13.5,13.9
HAAM,14-May-20,215998,2117821,M,66,16.4,NA
HAAM,14-May-20,215998,2117821,M,67,15.2,14
HAAM,14-May-20,215998,2117821,M,65,13.7,12.9
HAAM,14-May-20,215998,2117821,F,63,14.3,14.4
HAAM,14-May-20,215998,2117821,M,66,15.7,NA
HAAM,14-May-20,215998,2117821,M,65,14.3,12.9
HAAM,14-May-20,215998,2117821,M,67,14.3,NA
HAAM,14-May-20,215998,2117821,M,67,15.3,13.4
HAAM,14-May-20,215998,2117821,F,63,14.3,14.4
HAAM,14-May-20,215998,2117821,M,66,16.2,NA
HAAM,15-May-20,215998,2117821,F,60,12.9,12.9
HAAM,15-May-20,215998,2117821,M,65,16.4,NA
HAAM,15-May-20,215998,2117821,M,60,13.8,13.9
HAAM,16-May-20,215998,2117821,F,63,13.2,14
HAAM,16-May-20,215998,2117821,M,65,13.6,13.3
HAAM,16-May-20,215998,2117821,M,68,13.9,NA
HAAM,16-May-20,215998,2117821,M,67,15.1,NA
HAAM,16-May-20,215998,2117821,M,65,14.1,NA
APAP,24-May-19,215998,2117821,M,79,17.6,17.5
HAAM,22-May-19,215998,2117821,M,63,15.6,12.9
HAAM,22-May-19,215998,2117821,M,67,14.5,13.6
HAAM,14-May-20,215998,2117821,M,67,15.3,NA
HAAM,22-May-19,215998,2117821,M,61,16.3,14.2
HAAM,22-May-19,215998,2117821,M,67,16.1,14.2
HAAM,23-May-19,215998,2117821,M,64,15.9,13.3
HAAM,23-May-19,215998,2117821,M,65,13.8,14.4
HAAM,24-May-19,215998,2117821,M,65,13.8,14.4
HAAM,24-May-19,215998,2117821,F,57,13.9,13.7
APAP,24-May-19,215998,2117821,M,77,16.6,14
APAP,24-May-19,215998,2117821,M,78,18.5,16.3
APAP,24-May-19,215998,2117821,M,74,17.4,16.4
HAAM,24-May-19,215998,2117821,M,62,15.4,14
HAAM,24-May-19,215998,2117821,M,62,14.9,12.7
